,Unnamed: 0,DR_NO,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,LOCATION,Cross Street,LAT,LON,year,month,hour,crime_type,theft,vehicular
190136,190136,210507534,1534,4,Harbor,249,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,22,2,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,800 N  MARINE                       AV,BROADWAY,535,3935,1,2,15,0,0,0
211892,211892,210409767,1530,3,Hollenbeck,216,1,26,THEFT OF IDENTITY,0100 1202,62,2,7,51,JEWELRY STORE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,3000    INEZ                         ST,BROADWAY,2351,4532,1,2,15,0,1,0
34282,34282,201710952,1915,16,Devonshire,940,1,122,CRIMINAL THREATS - NO WEAPON DISPLAYED,2003 1202 0913 0361 0603 0422 0421,65,2,17,0,STREET,73,VERBAL THREAT,1,Adult Other,123,17500    HORACE                       ST,BROADWAY,4726,1400,0,6,19,0,0,0
417788,417788,222015634,2230,19,Olympic,1117,1,60,BATTERY - SIMPLE ASSAULT,0913 0444 0416 0448 0554,34,0,2,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,61,800 S  CATALINA                     ST,BROADWAY,2608,3619,2,8,22,1,0,0
136513,136513,201320833,900,12,Newton,677,1,111,VIOLATION OF TEMPORARY RESTRAINING ORDER,1202 1814 2038,63,0,17,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,112,900 E  24TH                         ST,BROADWAY,2247,4009,0,11,9,0,0,0
502747,502747,231916576,720,18,Mission,1038,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0361 0302 0913 0603 0445,57,0,2,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",13,AIR PISTOL/REVOLVER/RIFLE/BB GUN,1,Adult Other,6,13000    DRONFIELD                    AV,BROADWAY,5132,2164,3,10,7,0,0,0
18784,18784,201905285,30,18,Mission,1041,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,1814 0444 2000,26,2,2,104,GAS STATION,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,63,12700    ENCINITAS                    AV,BROADWAY,5033,1826,0,0,0,1,0,0
29634,29634,200313638,1540,2,Southwest,145,1,122,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0361 0421 0603 1306 1309 1310,49,0,7,2,ALLEY,73,VERBAL THREAT,3,Invest Cont,123,4100    PALMYRA                      RD,BROADWAY,2180,3137,0,6,15,0,0,0
535495,535495,231705807,40,16,Devonshire,978,0,4,ROBBERY,0302 1822 0429 0416 1281 0344 0400 0906,24,2,7,1,SIDEWALK,8,SEMI-AUTOMATIC PISTOL,0,Adult Arrest,4,NORDHOFF,WILBUR                       AV,4383,1127,3,1,0,1,0,0
211632,211632,211212035,2120,11,77th Street,630,0,4,ROBBERY,1822 0344 0334 0355,47,0,2,7,PARKING LOT,1,HAND GUN,3,Invest Cont,4,4400 S  NORMANDIE                    AV,BROADWAY,2064,3571,1,4,21,1,0,0
18052,18052,201510499,1900,14,N Hollywood,801,0,13,BURGLARY,1601 0321 0344,29,2,17,71,PUBLIC STORAGE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,13,11400    VANOWEN                      ST,BROADWAY,3971,2783,0,1,19,0,1,0
2770,2770,201611103,900,15,Foothill,880,1,130,OTHER MISCELLANEOUS CRIME,0344 1300,51,2,7,7,PARKING LOT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,131,13000    MONTAGUE                     ST,BROADWAY,4471,2414,0,6,9,0,0,0
46351,46351,201818319,2150,17,Southeast,1013,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0416 0444 0448 1814,30,0,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,63,300 E  111TH                        PL,BROADWAY,1377,3878,0,9,21,1,0,0
87998,87998,200516435,1830,4,Harbor,258,0,15,BURGLARY FROM VEHICLE,0344 0358 1300 1607,36,0,7,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,700 W  2ND                          ST,BROADWAY,271,3627,0,10,18,0,0,1
432970,432970,220126665,1420,0,Central,30,0,84,BRANDISH WEAPON,1822 1309 0334 0432 0416 0443 0312 0605 0919,29,2,7,0,STREET,1,HAND GUN,3,Invest Cont,85,FLOWER,WILSHIRE,2524,3991,2,11,14,1,0,0
226586,226586,210315141,1500,2,Southwest,114,0,28,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 1606 0344 0385 1300,18,3,18,173,HIGH SCHOOL,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,28,2300 S  GRAMERCY                     PL,BROADWAY,2385,3440,1,7,15,0,0,1
518452,518452,230716265,900,6,Wilshire,350,0,15,BURGLARY FROM VEHICLE,1302 0344,37,2,10,126,SINGLE FAMILY DWELLING,62,UNKNOWN WEAPON/OTHER WEAPON,3,Invest Cont,15,1000 S  LUCERNE                      BL,BROADWAY,2595,3300,3,9,9,0,0,1
607741,607741,230311470,15,2,Southwest,120,0,9,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 0334 0416 0447 0449 1402 1821 1241,48,2,7,171,MEDICAL/DENTAL OFFICES,62,UNKNOWN WEAPON/OTHER WEAPON,1,Adult Other,9,2800 S  VERMONT                      AV,BROADWAY,2323,3658,3,4,0,1,0,0
501761,501761,230917699,1330,8,Van Nuys,491,0,38,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,26,0,17,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,4700 N  SEPULVEDA                    BL,BROADWAY,3591,1914,3,11,13,0,1,0
591927,591927,231917649,100,18,Mission,1085,1,26,THEFT OF IDENTITY,0928,27,2,5,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,14000    ROSCOE                       BL,BROADWAY,4245,2189,3,11,1,0,1,0
285125,285125,210513625,1005,4,Harbor,231,0,53,BIKE - STOLEN,0344 0397,28,0,1,7,PARKING LOT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,54,WESTERN,CARSON,879,3483,1,8,10,0,1,0
204508,204508,210908658,200,8,Van Nuys,491,0,13,BURGLARY,1402 1606 1420 0354 0344 1300,40,2,17,58,AUTO SALES LOT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,13,14900    VENTURA                      BL,BROADWAY,3595,1943,1,3,2,0,1,0
390514,390514,220309488,1300,2,Southwest,141,1,79,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822 0311,19,3,18,174,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,80,800    BLOOM                        WK,BROADWAY,2218,3711,2,3,13,0,1,0
105143,105143,200611942,2300,5,Hollywood,278,1,60,BATTERY - SIMPLE ASSAULT,0400 0444,36,2,12,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,61,2500    CREST VIEW                   DR,BROADWAY,3203,2670,0,5,23,1,0,0
84062,84062,200913140,1948,8,Van Nuys,489,0,18,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0344 0325 0378 1420,36,2,17,111,DRUG STORE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,18,13300 W  RIVERSIDE                    DR,BROADWAY,3607,2342,0,7,19,0,1,0
661962,661962,240109626,1500,0,Central,39,0,38,THEFT PLAIN - PETTY ($950 & UNDER),0344 0913 1820,30,0,12,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,800 S  HILL                         ST,BROADWAY,2493,3988,4,2,15,0,1,0
203272,203272,211308798,945,12,Newton,670,0,84,BRANDISH WEAPON,0334 2004 1822,29,2,7,53,OTHER BUSINESS,44,SCREWDRIVER,3,Invest Cont,85,700 E  9TH                          ST,BROADWAY,2380,4137,1,3,9,1,0,0
51404,51404,200706772,800,6,Wilshire,334,1,26,THEFT OF IDENTITY,1822,68,0,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,100 S  ALTA VISTA                   BL,BROADWAY,2767,3099,0,1,8,0,1,0
604562,604562,231709197,1200,16,Devonshire,918,0,38,THEFT PLAIN - PETTY ($950 & UNDER),0377 1202 0344,78,0,17,110,MARKET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,19700    RINALDI                      ST,BROADWAY,4778,955,3,3,12,0,1,0
145243,145243,202009606,2300,19,Olympic,1098,1,60,BATTERY - SIMPLE ASSAULT,1822 0305 0449 0416,29,2,1,1,SIDEWALK,62,UNKNOWN WEAPON/OTHER WEAPON,3,Invest Cont,61,GRAMERCY                     PL,WILSHIRE,2648,3445,0,4,23,1,0,0
156279,156279,211304202,1850,12,Newton,710,1,60,BATTERY - SIMPLE ASSAULT,1822 0400 0416 0417 2024 1300 1309,45,2,7,1,SIDEWALK,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,61,100 W  69TH                         ST,BROADWAY,1805,3796,1,0,18,1,0,0
227365,227365,211605108,630,15,Foothill,914,1,60,BATTERY - SIMPLE ASSAULT,0329 0416 0913 0561 0401,50,0,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,61,10800    STAGG                        ST,BROADWAY,4150,2903,1,1,6,1,0,0
684809,684809,240608033,1445,5,Hollywood,286,1,115,KIDNAPPING,1822 0418 0400,18,2,17,126,SINGLE FAMILY DWELLING,32,OTHER KNIFE,3,Invest Cont,116,1600    VIEWMONT                     DR,BROADWAY,3034,2780,4,2,14,1,0,0
557404,557404,232113521,830,20,Topanga,1187,1,110,VIOLATION OF RESTRAINING ORDER,2038 0361,42,2,12,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,111,5000    MARMOL                       DR,BROADWAY,3642,671,3,7,8,0,0,0
118198,118198,201804534,800,17,Southeast,990,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1402 0329 1822,27,2,7,53,OTHER BUSINESS,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,8900 S  VERMONT                      AV,BROADWAY,1594,3658,0,0,8,0,0,0
611275,611275,232107348,1100,20,Topanga,1174,1,122,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,22,2,2,159,GARAGE/CARPORT,73,VERBAL THREAT,3,Invest Cont,123,6600    TOPANGA CANYON               BL,BROADWAY,3935,522,3,2,11,0,0,0
610698,610698,232109638,1600,20,Topanga,1189,0,17,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1202,62,0,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,17,20600    OAKSBORO CIR,BROADWAY,3575,748,3,4,16,0,0,0
165179,165179,210316511,1050,2,Southwest,149,1,60,BATTERY - SIMPLE ASSAULT,0913 0555 0342 0416 0446 0447 0448,36,0,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,61,3800    DENKER                       AV,BROADWAY,2200,3528,1,8,10,1,0,0
477129,477129,221913660,1625,18,Mission,1028,0,38,THEFT PLAIN - PETTY ($950 & UNDER),0325,25,2,15,111,DRUG STORE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,13800    FOOTHILL                     BL,BROADWAY,5175,2230,2,7,16,0,1,0
633120,633120,230410440,1650,3,Hollenbeck,165,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1813 0400 0416 1241,44,0,7,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,63,5900    MONTEREY                     RD,BROADWAY,3076,4724,3,6,16,1,0,0
101289,101289,200409103,2115,3,Hollenbeck,170,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1402 1218 0305 0411,49,2,7,0,STREET,62,UNKNOWN WEAPON/OTHER WEAPON,3,Invest Cont,6,5400 N  HUNTINGTON                   DR,BROADWAY,2953,4929,0,4,21,0,0,0
349282,349282,222112387,532,20,Topanga,1161,0,13,BURGLARY,1609 0344 1402,33,2,18,60,RESTAURANT/FAST FOOD,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,13,21000    SHERMAN                      WY,BROADWAY,4042,667,2,7,5,0,1,0
427471,427471,220121063,208,0,Central,45,0,38,THEFT PLAIN - PETTY ($950 & UNDER),0394 1822 0344,28,2,17,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,700 S  MAIN                         ST,BROADWAY,2470,4059,2,8,2,0,1,0
61575,61575,200207303,800,1,Rampart,97,0,38,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377 2032,50,2,7,104,GAS STATION,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,1200 S  ALVARADO                     ST,BROADWAY,2519,3756,0,1,8,0,1,0
473359,473359,220319560,830,2,Southwest,141,0,28,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344 1251 1300 1606,37,0,7,174,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,28,3600    MCCLINTOCK                   AV,BROADWAY,2243,3678,2,9,8,0,0,1
568911,568911,232015772,1200,19,Olympic,1103,1,122,CRIMINAL THREATS - NO WEAPON DISPLAYED,2004 1202 1218 0421 1912 0432,60,2,17,0,STREET,73,VERBAL THREAT,3,Invest Cont,123,3RD,VERMONT,2722,3649,3,6,12,0,0,0
400713,400713,221407007,1618,13,Pacific,724,1,60,BATTERY - SIMPLE ASSAULT,1822 0400,50,2,17,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,61,500    SUNSET                       AV,BROADWAY,1996,1847,2,2,16,1,0,0
93908,93908,201209503,2140,11,77th Street,656,1,79,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0319 0361,62,0,2,126,SINGLE FAMILY DWELLING,54,ROCK/THROWN OBJECT,3,Invest Cont,80,800 W  79TH                         ST,BROADWAY,1724,3723,0,2,21,0,1,0
24786,24786,200107835,650,0,Central,28,0,4,ROBBERY,1822 1218 2004 0377 2060 0400 1414 0344 0416,36,0,2,1,SIDEWALK,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,4,5TH                          ST,CROCKER,2466,4146,0,1,6,1,0,0
492435,492435,231220646,945,11,77th Street,647,0,4,ROBBERY,1402 1822 0344 0432,42,2,2,126,SINGLE FAMILY DWELLING,12,SIMULATED GUN,3,Invest Cont,4,1700 W  68TH                         ST,BROADWAY,1809,3505,3,9,9,1,0,0
680548,680548,240607324,1955,5,Hollywood,303,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822,56,2,7,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,1200 N  MCCADDEN                     PL,BROADWAY,2957,3198,4,2,19,0,0,0
602417,602417,231708000,800,16,Devonshire,918,1,26,THEFT OF IDENTITY,1202 1822 0930,69,2,1,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,20100    VIA CELLINI,BROADWAY,4958,846,3,1,8,0,1,0
16760,16760,201013496,1,9,West Valley,546,0,28,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606 0377 1822,28,0,17,7,PARKING LOT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,28,5600    YOLANDA                      AV,BROADWAY,3754,1168,0,8,0,0,0,1
260172,260172,210210153,1200,1,Rampart,76,0,15,BURGLARY FROM VEHICLE,0344 1307 1609 0329,26,0,2,159,GARAGE/CARPORT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,400 S  LA FAYETTE PARK              PL,BROADWAY,2688,3758,1,4,12,0,0,1
573428,573428,231519181,1100,14,N Hollywood,847,0,16,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344 0397,55,2,7,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,16,3900    GOODLAND                     AV,BROADWAY,3442,2479,3,11,11,0,0,0
348697,348697,220314561,345,2,Southwest,111,0,28,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344 1822 1300,19,3,18,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,28,2800 S  REDONDO                      BL,BROADWAY,2315,2993,2,4,3,0,0,1
669451,669451,240806285,1600,7,West LA,434,1,136,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1822 1906,41,2,17,53,OTHER BUSINESS,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,137,12300    EXPOSITION                   BL,BROADWAY,2342,2026,4,1,16,0,0,0
339840,339840,222115622,1800,20,Topanga,1175,0,13,BURGLARY,1607 0344 0358,50,2,17,159,GARAGE/CARPORT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,13,20200    HAMLIN                       ST,BROADWAY,3943,836,2,9,18,0,1,0
506762,506762,230116259,155,0,Central,36,0,5,ATTEMPTED ROBBERY,1822 1281 0400 0416 0355 1218 2004,59,0,7,0,STREET,1,HAND GUN,3,Invest Cont,5,6TH                          ST,ALAMEDA                      ST,2413,4189,3,6,1,1,0,0
540934,540934,231600857,1900,15,Foothill,882,0,13,BURGLARY,1607 0344 0321,42,2,12,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,13,12400    BROMWICH                     ST,BROADWAY,4577,2540,3,11,19,0,1,0
32370,32370,200210813,2030,1,Rampart,56,1,60,BATTERY - SIMPLE ASSAULT,1820 0444 0429 0356 1210 0913,30,2,2,1,SIDEWALK,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,61,800    HYPERION                     AV,BROADWAY,2889,3736,0,4,20,1,0,0
649913,649913,230510301,1830,4,Harbor,238,1,60,BATTERY - SIMPLE ASSAULT,1801 0913 2001 0417,36,0,2,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,61,1200 W  YOUNG                        ST,BROADWAY,586,3794,3,5,18,1,0,0
562642,562642,231110339,1015,10,Northeast,601,1,60,BATTERY - SIMPLE ASSAULT,0104 0416,31,2,17,146,BANK,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,61,5000 W  SUNSET                       BL,BROADWAY,3012,3590,3,5,10,1,0,0
211124,211124,211509946,430,14,N Hollywood,811,1,126,EXTORTION,0418,52,0,2,139,GROUP HOME,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,127,6100    VINELAND                     AV,BROADWAY,3843,2870,1,5,4,0,0,0
629646,629646,230112664,2100,0,Central,50,0,4,ROBBERY,1822 0400 0416 0344 1218,58,2,17,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1,HAND GUN,3,Invest Cont,4,FIGUEROA                     ST,PICO                         DR,2437,3893,3,4,21,1,0,0
469580,469580,220617278,1120,5,Hollywood,297,0,38,THEFT PLAIN - PETTY ($950 & UNDER),2060 1822 0344 1218,48,2,17,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,EL CENTRO,SELMA,3029,3335,2,9,11,0,1,0
532163,532163,231007963,1645,9,West Valley,544,0,15,BURGLARY FROM VEHICLE,0344 1822 1609,25,0,7,7,PARKING LOT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,BALBOA                       BL,BURBANK                      BL,3753,1565,3,3,16,0,0,1
224014,224014,211315547,1430,12,Newton,669,0,84,BRANDISH WEAPON,0334 0432 0421 1822,40,2,7,0,STREET,73,VERBAL THREAT,3,Invest Cont,85,12TH,CENTRAL,2333,4120,1,8,14,1,0,0
415753,415753,220413908,1510,3,Hollenbeck,201,1,79,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,50,2,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,80,2700    FAIRMOUNT                    ST,BROADWAY,2537,4567,2,9,15,0,1,0
122458,122458,201217638,1445,11,77th Street,661,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0361 0913 0329,38,0,2,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,79,900 W  80TH                         ST,BROADWAY,1698,3684,0,7,14,0,0,0
523453,523453,230817751,700,7,West LA,447,1,26,THEFT OF IDENTITY,0930 0929 1822,27,0,2,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,3300 S  DURANGO                      AV,BROADWAY,2344,2639,3,11,7,0,1,0
628382,628382,232004115,204,19,Olympic,1089,0,4,ROBBERY,0342 0202 1281 0308 0355 1309 0352 0363 1402 1822,20,2,2,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1,HAND GUN,0,Adult Arrest,4,4800    MELROSE                      AV,BROADWAY,2866,3523,3,0,2,1,0,0
405089,405089,220211448,1054,1,Rampart,87,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,22,2,7,7,PARKING LOT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,1600    WILSHIRE                     BL,BROADWAY,2585,3871,2,5,10,0,0,0
445330,445330,221818922,603,17,Southeast,991,1,26,THEFT OF IDENTITY,0100 1822 0922,30,0,2,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,200 W  93RD                         ST,BROADWAY,1591,3801,2,9,6,0,1,0
279021,279021,210213244,1030,1,Rampart,103,1,122,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 0319 0443 1822,46,0,7,0,STREET,62,UNKNOWN WEAPON/OTHER WEAPON,3,Invest Cont,123,1000 W  18TH                         ST,BROADWAY,2418,3787,1,7,10,0,0,0
38628,38628,201605805,900,15,Foothill,884,0,17,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 0394 1402,33,2,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,17,DAY,MATHER,4571,3476,0,1,9,0,0,0
468659,468659,220109916,830,0,Central,6,1,60,BATTERY - SIMPLE ASSAULT,0400 0446,24,0,7,1,SIDEWALK,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,61,CESAR E CHAVEZ               AV,VIGNES                       ST,2597,4255,2,3,8,1,0,0
103199,103199,201104837,2300,10,Northeast,588,0,15,BURGLARY FROM VEHICLE,0344,30,0,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,800    ONEONTA                      DR,BROADWAY,3146,4385,0,0,23,0,0,1
231613,231613,210905308,1430,8,Van Nuys,452,1,107,TRESPASSING,1501,49,2,12,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,108,14800    WYANDOTTE                    ST,BROADWAY,0,4965,1,1,14,0,0,0
101126,101126,202112868,100,20,Topanga,1149,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,2000,37,2,7,130,MOTEL,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,63,7600    TOPANGA CANYON               BL,BROADWAY,4168,478,0,7,1,1,0,0
397005,397005,220714251,242,6,Wilshire,374,1,26,THEFT OF IDENTITY,0929 0923 0100 1822,29,0,2,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,2300    CARMONA                      AV,BROADWAY,2395,2949,2,8,2,0,1,0
612750,612750,230507354,2040,4,Harbor,263,1,26,THEFT OF IDENTITY,0377 0929 0922,23,0,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,700 W  15TH                         ST,BROADWAY,185,3649,3,3,20,0,1,0
645086,645086,231711730,900,16,Devonshire,936,1,26,THEFT OF IDENTITY,1202 0924 0935 1822,62,2,12,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,19200    HARNETT                      ST,BROADWAY,4642,1052,3,4,9,0,1,0
288920,288920,222013664,1,19,Olympic,1105,1,26,THEFT OF IDENTITY,1822 0100 0928,37,0,10,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,3100    WILSHIRE                     BL,BROADWAY,2683,3695,1,6,0,0,1,0
351124,351124,221814162,1800,17,Southeast,999,0,16,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1300 0344 0342 0385,55,2,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,16,10100    MCKINLEY                     AV,BROADWAY,1479,3965,2,6,18,0,0,0
25300,25300,201008426,1350,9,West Valley,535,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1309 0913 1814 0443 0408 0424,38,0,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,63,16100    VANOWEN                      ST,BROADWAY,3970,1737,0,3,13,1,0,0
